,Time [s],IHV_FB_S_1,IHV_FB_S_2,IHV_FB_S_3,IHV_FB_Grid_1,IHV_FB_Grid_2,IHV_FB_Grid_3,Vrms_scan,Irms_scan,P_grid [MVA],Q_grid [MVAr],P_statcom [MVA],Q_statcom [MVAr],Vdc,V_CT_1,V_CT_2,V_CT_3,VHV_FB_1,VHV_FB_2,VHV_FB_3,Vna,Vnb,Vnc,Ina,Inb,Inc,VLN_CT_1,VLN_CT_2,VLN_CT_3,VLL_CT_1,VLL_CT_2,VLL_CT_3,I_CT_1,I_CT_2,I_CT_3,V_Reactor_1,V_Reactor_2,V_Reactor_3,I_Reactor_1,I_Reactor_2,I_Reactor_3,Freq_inj [Hz],Rqq_c [ohms],Xqq_c [ohms],Rqd_c [ohms],Xqd_c [ohms],Rdq_c [ohms],Xdq_c [ohms],Rdd_c [ohms],Xdd_c [ohms],Rqq_g [ohms],Xqq_g [ohms],Rqd_g [ohms],Xqd_g [ohms],Rdq_g [ohms],Xdq_g [ohms],Rdd_g [ohms],Xdd_g [ohms],Zqq_g,Zqd_g,Zdq_g,Zdd_g,Zpp_g,Zpn_g,Znp_g,Znn_g,Zpp_g_mag,Zpn_g_mag,Znp_g_mag,Znn_g_mag,Zqq_g_ph,Zqd_g_ph,Zdq_g_ph,Zdd_g_ph,Zqq_c,Zqd_c,Zdq_c,Zdd_c,Zpp_c,Zpn_c,Znp_c,Znn_c,Zpp_c_mag,Zpn_c_mag,Znp_c_mag,Znn_c_mag,Zqq_c_ph,Zqd_c_ph,Zdq_c_ph,Zdd_c_ph,Zqq_g_mag,Zqd_g_mag,Zdq_g_mag,Zdd_g_mag,Zqq_c_mag,Zqd_c_mag,Zdq_c_mag,Zdd_c_mag,Zqq_tot_mag,Zqd_tot_mag,Zdq_tot_mag,Zdd_tot_mag,Zqq_tot_ph,Zqd_tot_ph,Zdq_tot_ph,Zdd_tot_ph
1,7.9999,2.0213871348352,-4.005651163682,1.9842640288467,2.0208969890792,-4.0053993913555,1.9845024022763,404.39522695771,0.0091540248679596,0.28459323180672,-6.4047805875091,-0.25532794446159,6.5030699349261,1.3765229893473,1.1561920628659,0.054470246859892,-1.2106623102753,1.1561920628659,0.054470246859892,-1.2106623102753,328.6177023437,-149.00594449275,-179.61175785095,0.0001772224902602,-0.011702475641336,0.011525253151065,1.1561920628659,0.054470246859892,-1.2106623102753,1.101721816006,1.2651325571352,-2.3668543731411,-0.0004901457560382,0.0002517723264539,0.0002383734295898,1.1561920628659,0.054470246859892,-1.2106623102753,1.8289991771119,-3.5761427922558,1.7471436151439,2.0,-2.427495437004,-1.0799615047637,-3.4855890755003,-1.5935437186644,-3.3161032578016,-1.5425035541094,-4.7126538609476,-2.2716952875657,0.0003487193194007,0.0009553372324543,0.044097853768809,0.0006693895818932,-0.047870087206652,-0.0024059236725157,0.0010023032292277,0.0031878565403906,(0.0003487193194007+0.0009553372324543j),(0.044097853768809+0.0006693895818932j),(-0.047870087206652-0.0024059236725157j),(0.0010023032292277+0.0031878565403906j),(-0.0008621453528902503+0.04805556737415295j),(-0.00119505900022475+0.000769857064953347j),(0.0005414750903977503-0.0030023763728896508j),(0.00221316790151865-0.043912373601308057j),0.04806330045118899,0.0014215646008805794,0.0030508128684020052,0.04396810966440528,69.94679431642932,0.8696625622723705,-177.12276734167386,72.54617954714423,(-2.427495437004-1.0799615047637j),(-3.4855890755003-1.5935437186644j),(-3.3161032578016-1.5425035541094j),(-4.7126538609476-2.2716952875657j),(-3.5445545666982996-1.7605713050140501j),(-0.42544442441510033+3.9967130580519505j),(2.7106028483587004-2.80497927524995j),(-3.5955947312533-1.59108548731535j),3.95771125732293,4.01929324964836,3.900676420329176,3.9319021477348612,-156.01633372032987,-155.43103981383135,-155.0542488803055,-154.26399837143435,0.0010169928177901398,0.04410293402289251,0.04793050925966089,0.003341712298422981,2.656887454983127,3.8325856528643687,3.6573020152624145,5.231606435183416,2.6561806223857576,3.7922434596825343,3.701764708955231,5.229319876041913,-156.0321042739977,-155.16321365794374,-155.33298050738696,-154.29069323884005
2,9.9999,2.01015371311,-3.9876724101344,1.9775186970244,2.0094242624867,-3.9872944697753,1.9778702072886,404.22433104466,0.0092436265415146,0.30870546091543,-6.46375464705,-0.28393737225123,6.4724095119426,1.3800462817467,1.1575814840765,0.053468624167998,-1.2110501089469,1.1575814840765,0.053468624167998,-1.2110501089469,328.18956466677,-148.79956743993,-179.38999722683,0.0001602311932636,-0.011648995230141,0.01148876403687,1.1575814840765,0.053468624167998,-1.2110501089469,1.1041128599085,1.2645187331149,-2.3686315930234,-0.0007294506232745,0.0003779403590914,0.0003515102641902,1.1575814840765,0.053468624167998,-1.2110501089469,1.8181493478598,-3.5622910776686,1.7441417298088,4.0,1.9835866892762,-2.6237729938347,2.8788847046522,-3.7017246974425,3.239442625301,-4.0046788310963,4.7500018843153,-5.6359617648048,-0.0012085976252022,0.0035535563854729,0.04479954806389,0.0006141662665942,-0.052170750466971,-0.0028395869546576,0.0019376058959868,0.0051277224411046,(-0.0012085976252022+0.0035535563854729j),(0.04479954806389+0.0006141662665942j),(-0.052170750466971-0.0028395869546576j),(0.0019376058959868+0.0051277224411046j),(-0.0013623724752336005+0.052825788678719246j),(-0.0026858121046262+0.0028985181737246485j),(-0.0004603914165628001-0.0044726842293563475j),(0.0020913807460182002-0.044144509852141744j),0.05284335349208997,0.00395158123600777,0.004496316767308292,0.04419402248619892,108.78364727148478,0.7854304843424132,-176.88453837172784,69.29998974945153,(1.9835866892762-2.6237729938347j),(2.8788847046522-3.7017246974425j),(3.239442625301-4.0046788310963j),(4.7500018843153-5.6359617648048j),(3.21531721996885-4.31014633964415j),(-5.23640936178895-1.5530692794915497j),(2.4699941667498493+4.565258050461649j),(3.5182713536226498-3.949588418995349j),5.3773251988489665,5.461868470691267,5.190611934163753,5.289374442898133,-52.91052067212448,-52.127277994962476,-51.03010351926749,-49.87573155681367,0.003753461229902291,0.04480375773226854,0.052247970853996004,0.005481592290673443,3.2891945635748003,4.689428843509213,5.150867991207683,7.370656884928272,3.285631263341125,4.716582319175743,5.1204400079608074,7.36798621953593,-52.88996230524867,-51.69310476669307,-51.50396005676246,-49.83851305686848
3,12.0,1.9308463335544,-3.5027780642209,1.5719317306666,1.9308346613104,-3.5027792688395,1.5719446075292,404.59280345849,0.0094002815019757,0.31352373375775,-6.5818796080595,-0.30295312474909,6.507861225465,1.6733595970391,1.1672243972281,0.12046185794609,-1.2876862560237,1.1672243972281,0.12046185794609,-1.2876862560237,330.67120527398,-140.51982053025,-190.15138474376,0.0007750782270446,-0.011961389249532,0.011186311022478,1.1672243972281,0.12046185794609,-1.2876862560237,1.046762539282,1.4081481139698,-2.4549106532518,-1.1672243976761e-05,-1.2046185772211e-06,1.2876862562477e-05,1.1672243972281,0.12046185794609,-1.2876862560237,1.9609074469671,-3.5638215955121,1.6029141485449,6.0,5.781799556135,11.369324644701,7.9171364077917,16.578500435409,9.5333249088035,16.726317627674,13.17532073869,24.439795477046,5.1392458111983e-06,0.0077009981998464,0.045586111255537,0.0002215724082434,-0.051525309821854,0.0043310103261052,0.0041374701056439,0.0074275629867579,(5.1392458111983e-06+0.0077009981998464j),(0.045586111255537+0.0002215724082434j),(-0.051525309821854+0.0043310103261052j),(0.0041374701056439+0.0074275629867579j),(0.0041260236346584486+0.05611999113199766j),(0.000210125937257949+0.0031063168897027503j),(-0.004342456797090651-0.002832881676614246j),(1.658571679664933e-05-0.04099142994539335j),0.05627146235605804,0.0031134157333644187,0.005184799863861241,0.04099143330080192,89.96176378132964,0.278485344056073,175.1952418149456,60.880323774577384,(5.781799556135+11.369324644701j),(7.9171364077917+16.578500435409j),(9.5333249088035+16.726317627674j),(13.17532073869+24.439795477046j),(9.552468743544999+17.0964658103676j),(12.955648440264-15.260466074470099j),(-20.349169622819+2.1899952421251037j),(9.404651551280004+18.7126543113794j),19.584146708536284,20.01825794912654,20.466674949751614,20.943039468476854,63.044669730103145,64.47298489521499,60.31860798705455,61.6712072620791,0.007700999914678938,0.045586649731410314,0.05170701308993659,0.008502196821842745,12.755028380365463,18.37192765026134,19.25237609228147,27.764954160365416,12.761895549437437,18.39181810827374,19.2306819297565,27.773455547455733,63.06032158413785,64.34513153299106,60.45836974672897,61.670965159200406
4,13.9999,2.0070179863339,-3.9792846809176,1.9722666945838,2.0058099733062,-3.9786544342076,1.9728444609015,405.16385988231,0.0095378005652271,0.30874714751723,-6.6864076799191,-0.31543459049666,6.5554284390696,1.3737855632691,1.1560052069732,0.054237590168053,-1.2102427981294,1.1560052069732,0.054237590168053,-1.2102427981294,328.22857170274,-148.89860076503,-179.3299709376,0.0001634051596322,-0.011624292074871,0.011460886915228,1.1560052069732,0.054237590168053,-1.2102427981294,1.1017676168051,1.2644803882974,-2.3662480051025,-0.001208013027793,0.0006302467100304,0.0005777663177716,1.1560052069732,0.054237590168053,-1.2102427981294,1.8148347123916,-3.554195814461,1.7393611020694,8.0,-9.8217034596638,3.6126914432087,-14.381859413112,4.881448844942,-14.194864302105,5.9783208813009,-20.767958155697,8.1751889462663,0.0009688701016682,0.0096256576811373,0.045431613672125,-0.0002980382873121,-0.048863623920699,0.0046469424746515,0.0043698089687213,0.0077058775850223,(0.0009688701016682+0.0096256576811373j),(0.045431613672125-0.0002980382873121j),(-0.048863623920699+0.0046469424746515j),(0.0043698089687213+0.0077058775850223j),(0.00514182991617655+0.055813386429491796j),(0.00047398266014314974+0.002675895172344501j),(-0.0038749215271962493-0.0007561150762295001j),(0.00019684915421295016-0.03848185116333219j),0.05604973255613863,0.0027175493621078867,0.003948002893923769,0.03848235463879992,84.25225489599795,-0.3758636257658865,174.56749546539737,60.44352046820195,(-9.8217034596638+3.6126914432087j),(-14.381859413112+4.881448844942j),(-14.194864302105+5.9783208813009j),(-20.767958155697+8.1751889462663j),(-14.746394789500947+5.800442639233999j),(10.903012211138048+12.0071131060797j),(0.04324248489515092-16.5696106091373j),(-15.84326682585985+5.987437750241001j),15.846176008705209,16.21870649646316,16.569667035005118,16.936898019661164,159.80509611001068,161.2519096936071,157.16108008484886,158.51320198738605,0.00967429558512371,0.04543259124982768,0.049084089245153846,0.008858655641713713,10.465056058779869,15.187706311497593,15.402418417734705,22.319090489173977,10.467473862304173,15.144596239116384,15.44926176912599,22.31784865820635,159.7538164501222,161.19773410724846,157.21553552573167,158.49068468537854
5,16.0,1.9457138448043,-3.5090358250259,1.5633219802217,1.9457021874749,-3.5090370529551,1.5633348654804,405.37645742125,0.0096625004029306,0.30062181188383,-6.7794371388794,-0.3224763079769,6.6317164522618,1.6727445663059,1.1657329408692,0.12279292218534,-1.2885258641756,1.1657329408692,0.12279292218534,-1.2885258641756,330.88260763987,-140.6446479137,-190.23795972605,0.0008382069951163,-0.012001539702857,0.011163332707725,1.1657329408692,0.12279292218534,-1.2885258641756,1.0429400186839,1.4113187863609,-2.4542588050448,-1.1657329417651e-05,-1.2279292173737e-06,1.2885258646235e-05,1.1657329408692,0.12279292218534,-1.2885258641756,1.9768083233082,-3.5664654192,1.5896570958917,10.0,-6.0631100352801,-3.4681904418573,-8.7139485272138,-5.2766014738009,-8.9980719568124,-4.7891016151329,-12.901910585221,-7.27810173973,0.001722945068253,0.011455496257051,0.04567387360049,-0.0004790190381283,-0.047240334396263,0.0049779475994894,0.0046212253235578,0.0096665891416928,(0.001722945068253+0.011455496257051j),(0.04567387360049-0.0004790190381283j),(-0.047240334396263+0.0049779475994894j),(0.0046212253235578+0.0096665891416928j),(0.00590056851471425+0.0570181466977484j),(0.0008003241530281499+0.0016776839555655981j),(-0.00369860440833295+0.00011122315979259986j),(0.0004436018770965504-0.035896061299004606j),0.05732264615004085,0.0018588012816550504,0.0037002763627348406,0.035898802200174586,81.44663374404242,-0.6008853815566174,173.98465942506562,64.44932626317889,(-6.0631100352801-3.4681904418573j),(-8.7139485272138-5.2766014738009j),(-8.9980719568124-4.7891016151329j),(-12.901910585221-7.27810173973j),(-9.238760380916549-5.23108437599435j),(-1.6134512694964491+10.76096589094945j),(8.45225181943735-6.9510545930767496j),(-9.726260239584551-5.515207805592949j),10.616917496371792,10.881250475254083,10.943387079652961,11.18112943253036,-150.22979200782524,-148.80362424168302,-151.97646579582695,-150.57220369043085,0.01158434004177738,0.04567638546242935,0.04750188581702849,0.01071441408222517,6.9849587143307135,10.187022236563998,10.193173854106595,14.813171898108067,6.977781161767743,10.14822959921469,10.232571217037476,14.804398750750787,-150.30441650968976,-148.66774122335337,-152.1253495764334,-150.59600081977263
6,18.0,1.9669930560867,-3.5253202039464,1.5583271478599,1.9669813765843,-3.5253214248693,1.5583400482852,405.54970830475,0.0097713683615137,0.29249284470775,-6.8586784856562,-0.32723912482573,6.7120102948401,1.678358915641,1.1679502434972,0.12209228591448,-1.2900425306593,1.1679502434972,0.12209228591448,-1.2900425306593,330.94714854539,-140.71726820831,-190.22988033695,0.0008941008894787,-0.012092947936224,0.01119884704673,1.1679502434972,0.12209228591448,-1.2900425306593,1.0458579575828,1.4121348165738,-2.4579927741565,-1.1679502430487e-05,-1.2209228613875e-06,1.290042530435e-05,1.1679502434972,0.12209228591448,-1.2900425306593,1.9994869694674,-3.5860064275534,1.5865194580861,12.0,-3.9251410375307,-3.6999221501969,-5.6077696210999,-5.5579802913473,-5.8569971258786,-5.2404364870072,-8.3360976080271,-7.8435259821641,0.0028800326652748,0.013266886715481,0.045953948043498,-0.001137299198982,-0.045654640719833,0.0059473681907358,0.0055386336479536,0.011070578711923,(0.0028800326652748+0.013266886715481j),(0.045953948043498-0.001137299198982j),(-0.045654640719833+0.0059473681907358j),(0.0055386336479536+0.011070578711923j),(0.007751666851473099+0.0579730270953675j),(0.0010757340045375002+0.0009485003399465029j),(-0.0037343349872162998+0.0012478076636114957j),(0.0006669994617552995-0.033635561667963505j),0.058488975111352745,0.0014341745163671392,0.003937293710420311,0.033642174379807224,77.75202424139897,-1.417705069466569,172.57795196482033,63.421103789743825,(-3.9251410375307-3.6999221501969j),(-5.6077696210999-5.5579802913473j),(-5.8569971258786-5.2404364870072j),(-8.3360976080271-7.8435259821641j),(-5.97184742060885-5.647110313791149j),(-3.1937301039290498+7.80418528947285j),(7.60468667442545-3.66058145750565j),(-6.28939122494895-5.896337818569849j),8.219052044558358,8.432391120504734,8.439852843694503,8.621092833925516,-136.6918339934219,-135.25548660633538,-138.18001824217902,-136.74377115986024,0.013575893019409665,0.04596801921175763,0.046040388873826964,0.012378779249309137,5.394085286869799,7.895455974314335,7.859172342359375,11.446022154593203,5.382894985232685,7.863687555248933,7.889307587661642,11.434402934682517,-136.77356436639766,-135.01390069825172,-138.4332930366371,-136.76515358540638
7,19.0001,1.9463996894876,-3.4521534841815,1.505753794694,1.9483024236751,-3.4530598390702,1.5047574153952,406.11112604897,0.01013170906258,0.090934329486678,-7.1294906875617,-0.095737197643145,7.193683433844,1.9263511927026,1.1570924251613,0.13019548845166,-1.2872879149219,1.1570924251613,0.13019548845166,-1.2872879149219,330.2996415733,-133.70371000341,-196.59593156976,0.0016846441280971,-0.013452516337415,0.0117678722093,1.1570924251613,0.13019548845166,-1.2872879149219,1.0268969367097,1.4174834033736,-2.4443803400832,0.0019027341875468,-0.0009063548886449,-0.0009963792988874,1.1570924251613,0.13019548845166,-1.2872879149219,2.330518311876,-3.8829328310726,1.5524145191965,14.0,-2.3426135453738,-3.5902583810324,-3.3112330235111,-5.3510069180354,-3.5134387144982,-5.1736554813652,-4.9325672876955,-7.667408564,0.0030551900727598,0.014646540830123,0.045524423000151,-0.0012136281953339,-0.04493074060899,0.0050092843299501,0.0047400528950015,0.012185943954699,(0.0030551900727598+0.014646540830123j),(0.045524423000151-0.0012136281953339j),(-0.04493074060899+0.0050092843299501j),(0.0047400528950015+0.012185943954699j),(0.00700907774652265+0.0586438241969815j),(0.00105539665618725+0.0009334572421314975j),(-0.00274025947842895+0.0015271396332924986j),(0.0007861652212386501-0.031811339412159495j),0.05906119950782638,0.0014089728616190481,0.0031370651043120625,0.03182105232311932,78.21736222970945,-1.5270771830413374,173.63842049838036,68.74510544756353,(-2.3426135453738-3.5902583810324j),(-3.3112330235111-5.3510069180354j),(-3.5134387144982-5.1736554813652j),(-4.9325672876955-7.667408564j),(-3.5489146981995505-5.527730627022649j),(-3.96735432853945+5.45091096048845j),(6.557308070861151-1.3737607775208498j),(-3.7262661348697503-5.729936318009749j),6.568911737877212,6.7418343696173535,6.699664753555619,6.835000330382162,-123.12411178863725,-121.74945390038563,-124.18049633471398,-122.75382870236301,0.014961796171220558,0.04554059708538292,0.045209118341000935,0.013075371180753423,4.286932873925388,6.292657560431297,6.253875809479665,9.116982731964795,4.273000506629225,6.269857848384252,6.275101328995954,9.104170177368983,-123.19712241657668,-121.38985396956623,-124.545580360402,-122.77023278300122
8,21.5,1.9759072795776,-3.5490092533025,1.5731019737252,1.9758955151942,-3.5490104737456,1.5731149585517,405.82610948849,0.0098783914458237,0.27665425653466,-6.9387078167239,-0.32927891651865,6.8145035380359,1.6915021648521,1.1764383424014,0.12204431049644,-1.2984826543511,1.1764383424014,0.12204431049644,-1.2984826543511,331.6197076283,-140.97745459573,-190.64225303245,0.0008686577079818,-0.012144843990702,0.011276186282707,1.1764383424014,0.12204431049644,-1.2984826543511,1.0543940319049,1.4205269648476,-2.4749209967525,-1.1764383410937e-05,-1.2204431115027e-06,1.2984826536973e-05,1.1764383424014,0.12204431049644,-1.2984826543511,2.00355965569,-3.6059035021486,1.6023438464586,16.0,-1.589296687911,-3.2733489551904,-2.2245625227391,-4.8711497328119,-2.3927652810374,-4.7634574778216,-3.3148540120488,-7.0341285055355,0.0034363683878294,0.016330809440693,0.045603403026257,-0.0014895740569558,-0.044388555844869,0.0046030562144021,0.0046390239202826,0.013779161529793,(0.0034363683878294+0.016330809440693j),(0.045603403026257-0.0014895740569558j),(-0.044388555844869+0.0046030562144021j),(0.0046390239202826+0.013779161529793j),(0.007084011289734951+0.060050964920806j),(0.0009554133124965503+0.0006684003647559993j),(-0.0021580688449497495+0.0018832475461440044j),(0.0009913810183770503-0.029940993950319995j),0.060467359822245964,0.0011660075665713254,0.0028642420392837194,0.029957402341603268,78.1170424172652,-1.8708247209610043,174.07963651952787,71.39318839869432,(-1.589296687911-3.2733489551904j),(-2.2245625227391-4.8711497328119j),(-2.3927652810374-4.7634574778216j),(-3.3148540120488-7.0341285055355j),(-2.3982292224847495-5.0696373512137995j),(-3.9545249432478498+4.1890536770608j),(5.68008226738565-0.4282741267157002j),(-2.5059214774750505-5.237840109512099j),5.608273020850703,5.760767156904193,5.696205165887461,5.806428460257171,-115.89778803306271,-114.54528888482635,-116.67115243967835,-115.23229736837777,0.016688438054087054,0.045627724011245416,0.044626584190435185,0.014539113982532825,3.6387741541143988,5.355070320457874,5.330652195853009,7.776067190655127,3.6225847339684125,5.337647109000667,5.346626434554816,7.761625356812324,-115.96170934097884,-114.09335874418169,-117.11836396847056,-115.24468061944756
9,23.9999,2.0596242411402,-4.0552817386107,1.9956574974706,2.0572197260746,-4.0540207168952,1.9968009908207,406.02221170703,0.0099246195915117,0.26994861189738,-6.972796861487,-0.3283192089124,6.8629195568,1.3928889055268,1.165634800493,0.053155393780286,-1.2187901958632,1.165634800493,0.053155393780286,-1.2187901958632,328.93637475244,-149.25481795441,-179.68155679789,0.0002257415336306,-0.011867500825263,0.011641759291628,1.165634800493,0.053155393780286,-1.2187901958632,1.1124794067127,1.2719455896434,-2.3844249963561,-0.0024045150655351,0.0012610217154523,0.0011434933500971,1.165634800493,0.053155393780286,-1.2187901958632,1.8618764616759,-3.6194873751843,1.7576109135083,18.0,-1.0941443900622,-2.9786513365325,-1.509834549828,-4.4314561470614,-1.672908367211,-4.3649435831964,-2.275583955077,-6.4302751846278,0.0037001275014143,0.017750837879058,0.045397496272083,-0.0017373534575406,-0.043932820060107,0.0041493719147582,0.0044770277363324,0.01529183490381,(0.0037001275014143+0.017750837879058j),(0.045397496272083-0.0017373534575406j),(-0.043932820060107+0.0041493719147582j),(0.0044770277363324+0.01529183490381j),(0.0070319403050227505+0.061186494557528996j),(0.0008175591111497498+0.0004971633816360024j),(-0.0015944593460678503+0.001961839593611993j),(0.0011452149327239498-0.028143821774660998j),0.0615892466319562,0.0009568564825843606,0.002528065504951718,0.02816711240659959,78.2254119664255,-2.1916289507102165,174.604527147409,73.68142391640357,(-1.0941443900622-2.9786513365325j),(-1.509834549828-4.4314561470614j),(-1.672908367211-4.3649435831964j),(-2.275583955077-6.4302751846278j),(-1.6516078906371001-4.622926351888649j),(-3.8074800826215+3.3171833825671495j),(4.988919647636299+0.13444046552815037j),(-1.7181204545021003-4.7860001692716505j),4.909099375588278,5.049812884963072,4.990730757047802,5.085050198026247,-110.16973717458393,-108.81441038183144,-110.96983097853067,-109.48815528347359,0.01813237957178601,0.045430728200307524,0.04412833517957282,0.01593373754262544,3.1732500265392627,4.681602711805284,4.674543281388248,6.821049866893217,3.1553130514543146,4.668809323250514,4.68658402415426,6.80514056082979,-110.21780845875078,-108.28017494894942,-111.48951999503494,-109.49557283611664
10,26.9998,1.8978580524563,-3.9559345644618,2.0580765120054,1.8978461422725,-3.9559348545244,2.0580887122518,406.46942141444,0.01008419119743,0.17258703645634,-7.0957436328649,-0.18962628893868,7.0959043905129,1.5649321667757,1.1910183775715,0.029006264985507,-1.2200246442998,1.1910183775715,0.029006264985507,-1.2200246442998,330.30601697852,-157.35988710345,-172.94612987495,-0.0003055067480254,-0.012114833407002,0.01242034015502,1.1910183775715,0.029006264985507,-1.2200246442998,1.162012112586,1.2490309092853,-2.4110430218713,-1.1910183775715e-05,-2.9006264985507e-07,1.2200246442998e-05,1.1910183775715,0.029006264985507,-1.2200246442998,1.8181647801361,-3.7774370828414,1.9592723027053,20.0,-0.79062399862501,-2.7895714107879,-1.0717379446596,-4.1521521502778,-1.2278392150488,-4.1074400170567,-1.6333446188855,-6.0410171557273,0.0040383086009669,0.019491906508236,0.045271380672577,-0.0020194025574301,-0.043807381090268,0.0039620130361042,0.0043639225275788,0.016855118383138,(0.0040383086009669+0.019491906508236j),(0.045271380672577-0.0020194025574301j),(-0.043807381090268+0.0039620130361042j),(0.0043639225275788+0.016855118383138j),(0.00719182336104+0.0627128933271095j),(0.0008084982760310998+0.0005863942713945011j),(-0.001134112202643+0.0020503938537035013j),(0.0012104077675057002-0.0263658684357355j),0.06312392028948943,0.0009987630869578374,0.0023431443496909985,0.026393637591930218,78.29512726798306,-2.5540770637880184,174.832133506116,75.48441249170254,(-0.79062399862501-2.7895714107879j),(-1.0717379446596-4.1521521502778j),(-1.2278392150488-4.1074400170567j),(-1.6333446188855-6.0410171557273j),(-1.1896282421447044-4.337243648063j),(-3.708435773537005+2.7755114523239j),(4.551156393797495+0.4759342926154999j),(-1.2343403753658055-4.4933449184522j),4.497432358265229,4.6320578265421215,4.575973991588155,4.659800931202792,-105.82386023277992,-104.47307314867122,-106.64301099914601,-105.12963995645791,0.019905837226362928,0.04531639763584848,0.043986181753889825,0.017410882675393178,2.899447354770732,4.288238531271289,4.287033080316782,6.257931201270415,2.8795932886053315,4.279109124265095,4.296000092522453,6.240521321274794,-105.85230914331551,-103.87937339150756,-107.2179382547236,-105.13135311308699
